Country_Name,Country_Code,Indicator_Name,Indicator_Code,2011
Cyprus,CYP,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,7.616197
Cyprus,CYP,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,6.891785
Cyprus,CYP,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,6.326289
Cyprus,CYP,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,3.736565
Cyprus,CYP,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,5.741001
Cyprus,CYP,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,7.646705
Cyprus,CYP,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,7.779143
Cyprus,CYP,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,8.540217
Cyprus,CYP,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,43.20794
Cyprus,CYP,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,40.99295
Cyprus,CYP,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,24.73017
Cyprus,CYP,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,53.62337
Cyprus,CYP,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,45.51621
Cyprus,CYP,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,40.57857
Cyprus,CYP,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,8.569551
Cyprus,CYP,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,36.43776
Cyprus,CYP,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,51.44706
Cyprus,CYP,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,50.21137
Cyprus,CYP,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,54.62797
Czech Republic,CZE,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,3.96565
Czech Republic,CZE,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,3.166037
Czech Republic,CZE,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,2.354834
Czech Republic,CZE,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,4.848576
Czech Republic,CZE,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,4.848464
Czech Republic,CZE,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,3.946996
Czech Republic,CZE,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,3.804698
Czech Republic,CZE,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,3.312566
Czech Republic,CZE,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,3.993092
Czech Republic,CZE,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,4.887972
Czech Republic,CZE,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,4.141243
Czech Republic,CZE,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,81.00153
Czech Republic,CZE,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,80.39577
Czech Republic,CZE,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,72.9041
Czech Republic,CZE,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,85.45425
Czech Republic,CZE,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,81.66767
Czech Republic,CZE,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,80.42722
Czech Republic,CZE,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,76.2011
Czech Republic,CZE,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,79.8122
Czech Republic,CZE,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,81.54041
Czech Republic,CZE,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,82.67521
Czech Republic,CZE,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,86.39514
Denmark,DNK,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,2.019861
Denmark,DNK,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,2.494862
Denmark,DNK,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,2.644216
Denmark,DNK,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,1.587186
Denmark,DNK,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,1.499128
Denmark,DNK,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,1.878997
Denmark,DNK,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,0
Denmark,DNK,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,1.909006
Denmark,DNK,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,2.155886
Denmark,DNK,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,2.192869
Denmark,DNK,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,2.832409
Denmark,DNK,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,46.81251
Denmark,DNK,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,42.84079
Denmark,DNK,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,49.84614
Denmark,DNK,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,44.71022
Denmark,DNK,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,51.16661
Denmark,DNK,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,42.49635
Denmark,DNK,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,44.31202
Denmark,DNK,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,45.71926
Denmark,DNK,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,46.98076
Denmark,DNK,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,47.94444
Denmark,DNK,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,71.47281
Djibouti,DJI,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,23.21671
Djibouti,DJI,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,21.37314
Djibouti,DJI,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,39.41197
Djibouti,DJI,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,20.17243
Djibouti,DJI,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,24.52429
Djibouti,DJI,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,20.0129
Djibouti,DJI,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,38.82996
Djibouti,DJI,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,64.11084
Djibouti,DJI,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,15.88144
Djibouti,DJI,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,14.2839
Djibouti,DJI,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,45.97221
Djibouti,DJI,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,62.12145
Djibouti,DJI,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,64.12035
Djibouti,DJI,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,56.58531
Djibouti,DJI,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,63.07515
Djibouti,DJI,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,60.81564
Djibouti,DJI,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,60.45384
Djibouti,DJI,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,63.78878
Djibouti,DJI,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,67.51929
Djibouti,DJI,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,63.22539
Djibouti,DJI,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,60.97788
Djibouti,DJI,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,74.81516
Dominican Republic,DOM,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,3.893385
Dominican Republic,DOM,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,3.804727
Dominican Republic,DOM,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,0.8052191
Dominican Republic,DOM,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,4.83334
Dominican Republic,DOM,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,3.990368
Dominican Republic,DOM,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,3.496927
Dominican Republic,DOM,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,2.345178
Dominican Republic,DOM,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,0.8096356
Dominican Republic,DOM,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,5.046352
Dominican Republic,DOM,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,5.384286
Dominican Republic,DOM,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,5.66559
Dominican Republic,DOM,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,41.32958
Dominican Republic,DOM,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,39.58574
Dominican Republic,DOM,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,36.19852
Dominican Republic,DOM,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,42.90892
Dominican Republic,DOM,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,43.29341
Dominican Republic,DOM,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,38.38007
Dominican Republic,DOM,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,29.45282
Dominican Republic,DOM,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,29.97687
Dominican Republic,DOM,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,50.3903
Dominican Republic,DOM,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,46.76015
Dominican Republic,DOM,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,54.22057
